Vehicle_ID,Vehicle_Type,Fuel_Type,Registration_Type
TN09-7412-N01439,Auto,Petrol,Commercial
KA05-4196-N01440,Auto,Petrol,Commercial
MH12-5981-Q01441,Car,Diesel,Private
UP32-5769-E01442,Bike,Petrol,Private
MH12-6934-D01443,Car,Diesel,Commercial
GJ01-3756-B01444,Car,Petrol,Commercial
MH12-2922-L01445,Car,Diesel,Commercial
GJ01-5014-B01446,Bike,Petrol,Private
MH20-7150-C01447,Car,CNG,Commercial
KA05-8292-M01448,Bike,Petrol,Private
DL08-1377-R01449,Car,Petrol,Private
MH20-7290-R01450,Auto,Electric,Commercial
KA05-3051-D01451,Auto,Petrol,Commercial
MH20-7640-A01452,Auto,Petrol,Commercial
UP32-2047-D01453,Bus,Diesel,Commercial
MH14-3960-F01454,Car,Petrol,Private
MH12-3110-G01455,Car,Diesel,Private
MH12-2386-D01456,Car,Diesel,Private
GJ01-1001-H01457,Bike,Petrol,Commercial
KA05-9750-Q01458,Bike,Petrol,Private
TN09-9818-G01459,Car,Diesel,Private
MH12-4081-E01460,Car,Petrol,Private
DL08-6882-J01461,Taxi,Petrol,Commercial
MH14-5177-J01462,Bike,Petrol,Commercial
MH14-5164-P01463,Bike,Electric,Private
KA05-4156-M01464,Car,Diesel,Private
MH20-7876-E01465,Bike,Petrol,Private
DL08-2270-J01466,Bike,Petrol,Private
MH14-6396-C01467,Bike,Petrol,Private
DL08-5483-A01468,Car,Petrol,Commercial
MH14-3023-F01469,Car,Diesel,Commercial
UP32-2565-M01470,Bike,Petrol,Commercial
MH14-1785-F01471,Bike,Petrol,Private
GJ01-8812-E01472,Car,Petrol,Private
MH20-3337-N01473,Auto,Diesel,Commercial
TN09-5081-P01474,Car,CNG,Private
UP32-9228-K01475,Taxi,Petrol,Commercial
DL08-6000-C01476,Bike,Electric,Private
MH14-2302-C01477,Car,CNG,Commercial
MH12-2385-K01478,Car,Diesel,Private
GJ01-9334-E01479,Truck,Diesel,Commercial
MH14-7643-A01480,Bike,Petrol,Commercial
GJ01-9754-M01481,Auto,Petrol,Commercial
MH12-8350-F01482,Auto,Diesel,Commercial
DL08-3864-C01483,Truck,Diesel,Commercial
TN09-1834-P01484,Car,Diesel,Private
TN09-5092-D01485,Taxi,Petrol,Commercial
KA05-4490-A01486,Bike,Petrol,Private
KA05-9446-B01487,Car,Electric,Commercial
MH12-6828-A01488,Bus,Diesel,Commercial
TN09-2755-A01489,Car,Petrol,Private
MH12-2660-P01490,Bike,Petrol,Private
MH20-7729-D01491,Bike,Electric,Private
KA05-4704-R01492,Auto,Petrol,Commercial
GJ01-3984-J01493,Car,Petrol,Private
MH20-3291-M01494,Bus,Diesel,Commercial
DL08-2813-G01495,Car,Petrol,Private
TN09-1517-F01496,Bike,Petrol,Commercial
KA05-2946-P01497,Taxi,Diesel,Commercial
MH20-6322-N01498,Bike,Petrol,Commercial
GJ01-3153-D01499,Bus,CNG,Commercial
MH20-3548-M01500,Auto,Diesel,Commercial
DL08-1852-L01501,Auto,Petrol,Commercial
MH12-8116-R01502,Bike,Petrol,Private
DL08-3498-F01503,Auto,Petrol,Commercial
KA05-5052-P01504,Auto,Petrol,Commercial
MH14-9230-F01505,Auto,Petrol,Commercial
MH20-4758-D01506,Truck,Diesel,Commercial
DL08-3395-P01507,Car,Petrol,Private
GJ01-7673-K01508,Truck,Diesel,Commercial
DL08-6507-P01509,Taxi,Diesel,Commercial
MH12-5985-D01510,Bike,Petrol,Private
GJ01-5046-L01511,Bike,Electric,Private
TN09-4473-K01512,Car,Diesel,Commercial
MH20-5133-R01513,Car,Petrol,Private
MH12-3134-L01514,Car,Petrol,Private
TN09-4903-J01515,Auto,Petrol,Commercial
MH14-3137-D01516,Bike,Petrol,Commercial
DL08-4160-Q01517,Truck,CNG,Commercial
TN09-5939-R01518,Car,Electric,Private
MH12-3094-G01519,Auto,Petrol,Commercial
TN09-6996-Q01520,Auto,Diesel,Commercial
GJ01-2109-R01521,Car,Petrol,Commercial
MH12-3735-J01522,Bike,Petrol,Private
MH12-4116-N01523,Car,Diesel,Private
MH14-3711-Q01524,Bike,Petrol,Private
GJ01-5448-G01525,Auto,Petrol,Commercial
DL08-1145-Q01526,Car,Diesel,Private
DL08-5855-J01527,Car,Diesel,Private
DL08-5781-B01528,Car,Diesel,Commercial
MH20-5430-B01529,Car,Diesel,Private
MH14-1022-M01530,Bus,Diesel,Commercial
TN09-2363-J01531,Taxi,CNG,Commercial
KA05-6318-B01532,Bike,Petrol,Private
KA05-3895-J01533,Bike,Electric,Private
MH14-7258-J01534,Taxi,CNG,Commercial
DL08-8244-H01535,Bike,Petrol,Private
GJ01-3550-Q01536,Bike,Petrol,Private
UP32-2535-R01537,Bike,Petrol,Private
DL08-9036-F01538,Truck,Diesel,Commercial
MH20-3911-N01539,Car,Diesel,Private
GJ01-5018-Q01540,Car,Electric,Commercial
MH20-1193-D01541,Car,Petrol,Private
MH12-3165-H01542,Bus,Diesel,Commercial
MH12-1153-D01543,Car,Diesel,Private
MH14-4314-E01544,Truck,Diesel,Commercial
UP32-3672-K01545,Bike,Petrol,Private
KA05-9906-D01546,Car,Petrol,Private
MH14-9381-P01547,Bike,Petrol,Commercial
GJ01-7314-E01548,Car,Petrol,Private
GJ01-2841-R01549,Taxi,Petrol,Commercial
MH14-5617-M01550,Car,Petrol,Private
MH14-1710-E01551,Bike,Petrol,Private
GJ01-3461-K01552,Bike,Petrol,Private
KA05-9179-M01553,Truck,CNG,Commercial
MH14-1035-E01554,Bus,Diesel,Commercial
MH20-7399-Q01555,Car,CNG,Private
MH14-2854-P01556,Bike,Electric,Private
MH20-3979-N01557,Car,Petrol,Private
GJ01-6463-E01558,Bike,Petrol,Private
GJ01-9144-R01559,Car,Diesel,Private
GJ01-9633-H01560,Bike,Petrol,Private
MH12-6937-R01561,Car,Electric,Commercial
TN09-6912-E01562,Car,Petrol,Private
GJ01-4973-G01563,Truck,CNG,Commercial
MH20-2920-E01564,Car,Petrol,Private
TN09-1886-D01565,Taxi,Diesel,Commercial
MH20-1494-E01566,Car,Petrol,Private
GJ01-3452-F01567,Car,Diesel,Private
KA05-8703-P01568,Bike,Petrol,Private
MH12-5698-D01569,Bike,Petrol,Commercial
MH20-9245-F01570,Car,Petrol,Private
UP32-5227-K01571,Auto,CNG,Commercial
MH20-5453-C01572,Bike,Petrol,Commercial
DL08-7560-B01573,Car,Petrol,Private
MH14-8674-R01574,Auto,Petrol,Commercial
GJ01-3700-B01575,Bike,Petrol,Private
MH14-2710-C01576,Car,Petrol,Private
DL08-5623-F01577,Car,Diesel,Private
KA05-4075-G01578,Bike,Petrol,Private
MH12-8926-B01579,Car,Petrol,Private
TN09-5626-N01580,Car,Diesel,Private
TN09-3122-D01581,Bike,Petrol,Commercial
MH20-1388-N01582,Bike,Petrol,Commercial
MH20-3482-Q01583,Car,Petrol,Private
DL08-4533-E01584,Taxi,CNG,Commercial
TN09-8331-E01585,Car,Petrol,Private
GJ01-1655-N01586,Truck,Diesel,Commercial
MH14-3496-R01587,Taxi,Petrol,Commercial
KA05-9964-C01588,Car,Diesel,Private
KA05-3645-C01589,Car,Petrol,Private
MH20-8548-J01590,Car,Electric,Commercial
UP32-3301-D01591,Auto,Electric,Commercial
TN09-5696-N01592,Bike,Petrol,Private
UP32-7008-L01593,Auto,Petrol,Commercial
UP32-5306-B01594,Auto,Diesel,Commercial
DL08-1130-E01595,Bike,Electric,Private
GJ01-2195-H01596,Car,Petrol,Private
UP32-8675-Q01597,Car,Petrol,Private
GJ01-8096-G01598,Car,Petrol,Private
UP32-4483-R01599,Bike,Petrol,Private
UP32-3384-G01600,Bike,Petrol,Private
GJ01-2022-M01601,Bike,Petrol,Commercial
DL08-1375-P01602,Car,Petrol,Private
MH14-5487-N01603,Car,Petrol,Commercial
GJ01-9597-G01604,Bike,Petrol,Private
MH14-8021-L01605,Bus,CNG,Commercial
DL08-6722-P01606,Car,Diesel,Private
GJ01-6811-N01607,Auto,CNG,Commercial
DL08-2274-E01608,Bike,Petrol,Commercial
TN09-1232-E01609,Taxi,CNG,Commercial
UP32-6184-D01610,Taxi,CNG,Commercial
KA05-9531-A01611,Auto,Electric,Commercial
MH20-8361-D01612,Taxi,Petrol,Commercial
DL08-7884-F01613,Auto,Diesel,Commercial
DL08-4131-A01614,Car,Petrol,Private
KA05-9226-D01615,Car,Diesel,Private
GJ01-6762-M01616,Bike,Petrol,Private
TN09-2857-F01617,Taxi,Diesel,Commercial
MH20-9892-P01618,Bike,Petrol,Private
GJ01-5640-D01619,Auto,Electric,Commercial
MH14-2468-A01620,Bus,Diesel,Commercial
UP32-9924-D01621,Bike,Petrol,Private
KA05-7891-G01622,Bus,Diesel,Commercial
GJ01-2875-G01623,Bike,Electric,Commercial
UP32-7765-N01624,Bike,Petrol,Private
KA05-5384-J01625,Car,Petrol,Commercial
DL08-1068-P01626,Truck,Diesel,Commercial
TN09-9502-L01627,Car,Petrol,Commercial
DL08-7412-G01628,Taxi,Diesel,Commercial
MH12-8030-E01629,Bike,Electric,Private
GJ01-6212-F01630,Auto,Petrol,Commercial
MH20-9261-D01631,Car,Diesel,Private
KA05-3605-L01632,Bus,Diesel,Commercial
GJ01-1189-E01633,Car,Petrol,Private
MH14-7265-A01634,Taxi,CNG,Commercial
UP32-6867-F01635,Car,Petrol,Commercial
DL08-7194-J01636,Car,Diesel,Private
MH12-2694-D01637,Taxi,Diesel,Commercial
MH14-3323-K01638,Bike,Petrol,Private
TN09-4407-N01639,Car,Petrol,Private
UP32-2250-G01640,Bike,Petrol,Private
UP32-3639-F01641,Car,Petrol,Commercial
MH12-2920-L01642,Bike,Electric,Private
MH12-3595-J01643,Bike,Electric,Private
MH12-9486-E01644,Car,Petrol,Private
MH12-6366-E01645,Truck,Diesel,Commercial
MH20-5384-J01646,Auto,Diesel,Commercial
TN09-5822-Q01647,Taxi,CNG,Commercial
GJ01-4163-J01648,Bike,Petrol,Private
KA05-7436-D01649,Truck,Diesel,Commercial
KA05-3714-G01650,Auto,Electric,Commercial
UP32-7942-J01651,Bike,Petrol,Private
GJ01-4272-M01652,Bike,Petrol,Private
MH20-1553-J01653,Car,Diesel,Private
TN09-7525-A01654,Bus,Diesel,Commercial
GJ01-4046-M01655,Bus,Diesel,Commercial
TN09-7094-E01656,Car,CNG,Private
MH12-6388-G01657,Car,Diesel,Private
MH14-7317-K01658,Truck,Diesel,Commercial
MH14-5555-C01659,Bike,Petrol,Private
GJ01-6206-L01660,Auto,Petrol,Commercial
UP32-9169-B01661,Car,Electric,Private
MH20-6355-N01662,Car,Petrol,Private
MH12-8565-K01663,Car,Petrol,Commercial
MH12-6527-A01664,Car,Petrol,Private
KA05-5500-L01665,Bus,Diesel,Commercial
TN09-9090-B01666,Bike,Petrol,Private
MH14-7126-D01667,Bike,Petrol,Private
MH14-6289-P01668,Car,Petrol,Private
TN09-9807-A01669,Auto,Electric,Commercial
KA05-1705-D01670,Truck,Diesel,Commercial
KA05-6395-N01671,Car,Petrol,Private
UP32-2964-E01672,Car,Petrol,Private
GJ01-8320-D01673,Bike,Petrol,Private
UP32-5596-L01674,Bike,Petrol,Private
KA05-2356-M01675,Car,Diesel,Commercial
DL08-2278-C01676,Bike,Electric,Private
DL08-8670-N01677,Car,Petrol,Private
TN09-6108-Q01678,Car,Diesel,Private
MH20-4584-M01679,Car,Petrol,Private
DL08-7556-G01680,Bike,Petrol,Private
MH14-3413-Q01681,Auto,CNG,Commercial
DL08-1271-Q01682,Auto,Petrol,Commercial
UP32-6766-J01683,Car,Petrol,Private
DL08-3467-N01684,Bike,Petrol,Private
KA05-7058-D01685,Car,Petrol,Private
DL08-5816-G01686,Taxi,Petrol,Commercial
UP32-9497-P01687,Bike,Petrol,Private
MH14-4597-D01688,Car,Petrol,Private
MH14-9718-D01689,Car,Petrol,Commercial
GJ01-7421-N01690,Auto,Petrol,Commercial
KA05-9112-G01691,Auto,Petrol,Commercial
KA05-5718-A01692,Car,Petrol,Private
UP32-6002-H01693,Auto,Petrol,Commercial
MH20-4069-L01694,Auto,CNG,Commercial
MH12-8775-P01695,Car,Petrol,Private
MH14-3797-A01696,Car,Diesel,Commercial
UP32-5055-R01697,Bike,Petrol,Private
KA05-4740-F01698,Bike,Petrol,Private
TN09-8415-R01699,Car,CNG,Commercial
UP32-5153-M01700,Car,Diesel,Private
TN09-9484-R01701,Car,Petrol,Private
MH12-3423-P01702,Auto,CNG,Commercial
MH20-6852-R01703,Bike,Petrol,Private
GJ01-6888-G01704,Auto,CNG,Commercial
GJ01-2768-J01705,Car,CNG,Private
UP32-9632-F01706,Truck,Diesel,Commercial
TN09-7406-P01707,Auto,Electric,Commercial
DL08-1673-L01708,Car,CNG,Private
TN09-5725-D01709,Auto,Electric,Commercial
MH20-8640-E01710,Bike,Petrol,Private
MH20-5974-R01711,Bike,Petrol,Private
MH12-4560-K01712,Car,CNG,Private
MH12-8050-M01713,Bike,Petrol,Private
TN09-5641-E01714,Car,Electric,Private
DL08-8078-C01715,Car,Petrol,Private
DL08-7328-P01716,Taxi,Petrol,Commercial
KA05-5948-K01717,Truck,Diesel,Commercial
TN09-3280-G01718,Bike,Petrol,Private
KA05-2402-K01719,Car,Diesel,Private
GJ01-8158-D01720,Bike,Petrol,Private
TN09-8673-M01721,Car,Petrol,Private
MH12-1432-P01722,Bike,Petrol,Private
DL08-9391-M01723,Truck,Diesel,Commercial
KA05-1877-N01724,Bike,Petrol,Private
UP32-1890-C01725,Bike,Petrol,Private
TN09-2595-K01726,Bike,Petrol,Private
MH14-9369-B01727,Truck,Diesel,Commercial
UP32-3234-H01728,Bike,Electric,Private
KA05-1105-R01729,Car,Diesel,Private
MH20-2983-D01730,Car,Petrol,Private
UP32-7401-B01731,Car,Electric,Private
MH20-4849-J01732,Bike,Petrol,Private
MH14-8083-E01733,Truck,Diesel,Commercial
DL08-3797-G01734,Car,Diesel,Private
UP32-7018-J01735,Auto,Petrol,Commercial
MH14-8601-P01736,Auto,CNG,Commercial
KA05-8488-D01737,Car,Diesel,Private
UP32-1698-M01738,Car,Electric,Private
KA05-1149-F01739,Auto,Petrol,Commercial
DL08-6715-N01740,Truck,Diesel,Commercial
MH20-6764-L01741,Car,Diesel,Commercial
KA05-7454-C01742,Car,Electric,Private
UP32-3955-J01743,Bike,Petrol,Private
TN09-7615-C01744,Taxi,Petrol,Commercial
MH20-4796-D01745,Truck,Diesel,Commercial
UP32-6302-H01746,Bike,Electric,Private
DL08-2727-F01747,Auto,CNG,Commercial
GJ01-2054-B01748,Bike,Petrol,Private
MH14-8234-M01749,Bus,Diesel,Commercial
MH20-6261-D01750,Bus,Diesel,Commercial
DL08-4206-J01751,Bike,Petrol,Private
MH20-8111-G01752,Car,Petrol,Private
MH14-4334-B01753,Taxi,CNG,Commercial
TN09-7685-C01754,Truck,Diesel,Commercial
UP32-4115-G01755,Auto,Diesel,Commercial
TN09-6840-E01756,Bike,Petrol,Private
MH14-2280-E01757,Bike,Petrol,Private
DL08-1843-L01758,Car,Petrol,Private
KA05-7396-M01759,Car,Petrol,Commercial
MH14-9755-H01760,Taxi,CNG,Commercial
KA05-7540-B01761,Taxi,Diesel,Commercial
UP32-5309-A01762,Truck,Diesel,Commercial
DL08-6481-B01763,Bike,Petrol,Private
MH12-4860-R01764,Auto,Petrol,Commercial
MH12-6666-C01765,Taxi,Electric,Commercial
MH14-8844-E01766,Bike,Petrol,Private
DL08-6738-P01767,Car,Diesel,Private
DL08-1351-B01768,Truck,Diesel,Commercial
DL08-9752-N01769,Auto,Diesel,Commercial
UP32-1854-N01770,Auto,CNG,Commercial
GJ01-7993-E01771,Auto,Petrol,Commercial
TN09-6763-G01772,Car,Petrol,Commercial
MH14-1164-H01773,Car,Petrol,Private
MH12-1244-H01774,Bus,CNG,Commercial
MH20-8185-F01775,Car,Petrol,Private
DL08-5790-E01776,Bike,Petrol,Private
MH14-2251-J01777,Car,Electric,Private
TN09-4609-Q01778,Auto,CNG,Commercial
KA05-5001-J01779,Taxi,Petrol,Commercial
MH14-1884-M01780,Bike,Electric,Private
KA05-2285-G01781,Bike,Electric,Private
KA05-4453-D01782,Bike,Petrol,Private
DL08-8213-Q01783,Car,Electric,Private
KA05-5554-N01784,Bus,Diesel,Commercial
MH12-5572-N01785,Taxi,Diesel,Commercial
GJ01-8274-B01786,Truck,Diesel,Commercial
GJ01-9724-B01787,Bike,Petrol,Private
MH12-6508-J01788,Auto,CNG,Commercial
MH12-6586-P01789,Bike,Electric,Private
MH12-2789-N01790,Taxi,Electric,Commercial
KA05-9761-Q01791,Taxi,Petrol,Commercial
KA05-3663-N01792,Auto,Diesel,Commercial
DL08-3160-A01793,Taxi,Petrol,Commercial
KA05-2401-H01794,Auto,CNG,Commercial
GJ01-1632-J01795,Car,Petrol,Private
MH12-3036-K01796,Auto,Diesel,Commercial
KA05-3929-Q01797,Car,Diesel,Private
TN09-8867-G01798,Bike,Petrol,Private
TN09-2049-Q01799,Car,Petrol,Private
UP32-3084-H01800,Car,Diesel,Private
MH12-4812-D01801,Bike,Petrol,Private
UP32-6199-B01802,Bike,Petrol,Private
KA05-5217-A01803,Taxi,Diesel,Commercial
TN09-9854-B01804,Truck,Diesel,Commercial
MH14-9305-Q01805,Bike,Petrol,Private
TN09-7815-C01806,Car,Diesel,Commercial
TN09-6902-L01807,Car,Electric,Commercial
KA05-1510-F01808,Bike,Petrol,Private
MH12-2740-G01809,Car,CNG,Private
TN09-4520-N01810,Auto,CNG,Commercial
MH20-7243-C01811,Car,Electric,Commercial
GJ01-9830-D01812,Taxi,CNG,Commercial
MH12-8738-Q01813,Bike,Petrol,Private
DL08-6385-H01814,Bike,Petrol,Commercial
TN09-2890-H01815,Car,Petrol,Commercial
MH14-6766-C01816,Bike,Electric,Private
UP32-7862-H01817,Bike,Petrol,Private
DL08-7678-E01818,Car,Diesel,Private
MH14-2335-P01819,Bike,Petrol,Commercial
DL08-3947-Q01820,Bike,Petrol,Private
UP32-2654-E01821,Car,CNG,Private
MH20-2196-E01822,Car,Diesel,Private
GJ01-6805-E01823,Bike,Petrol,Private
MH14-6518-L01824,Auto,Diesel,Commercial
MH12-2208-M01825,Bike,Electric,Commercial
GJ01-5739-R01826,Bike,Petrol,Private
MH14-3494-A01827,Auto,Diesel,Commercial
UP32-7215-L01828,Bike,Petrol,Private
MH14-4805-K01829,Bike,Petrol,Private
GJ01-5673-L01830,Bike,Petrol,Private
MH12-4451-P01831,Taxi,Diesel,Commercial
TN09-2629-M01832,Bike,Petrol,Private
UP32-4664-F01833,Car,Petrol,Commercial
MH14-4795-J01834,Taxi,Petrol,Commercial
MH20-1448-B01835,Car,Electric,Private
MH12-9001-A01836,Auto,Petrol,Commercial
GJ01-8288-E01837,Car,CNG,Private
MH14-8281-P01838,Car,Diesel,Private
KA05-2908-M01839,Car,CNG,Private
MH14-6359-F01840,Car,Diesel,Private
MH14-6157-B01841,Bike,Petrol,Commercial
TN09-4119-B01842,Auto,Electric,Commercial
DL08-3242-N01843,Bike,Electric,Private
UP32-3481-R01844,Car,CNG,Private
DL08-2453-G01845,Car,Petrol,Private
DL08-3918-B01846,Bike,Petrol,Private
DL08-6713-R01847,Bike,Petrol,Commercial
DL08-5786-R01848,Truck,Diesel,Commercial
TN09-9903-R01849,Bike,Petrol,Private
KA05-7874-Q01850,Taxi,Petrol,Commercial
MH14-3886-Q01851,Auto,Electric,Commercial
TN09-7522-E01852,Auto,CNG,Commercial
UP32-7750-H01853,Bike,Petrol,Private
GJ01-1996-L01854,Car,Petrol,Private
UP32-7966-N01855,Bike,Petrol,Private
DL08-6567-B01856,Bike,Petrol,Private
MH20-9782-G01857,Bike,Petrol,Private
TN09-3117-A01858,Taxi,Electric,Commercial
GJ01-2478-L01859,Car,Electric,Private
MH12-9497-G01860,Bike,Petrol,Private
GJ01-4757-K01861,Car,CNG,Commercial
DL08-5074-A01862,Car,Petrol,Private
MH14-9216-N01863,Taxi,CNG,Commercial
KA05-5939-A01864,Car,Petrol,Private
KA05-3025-N01865,Car,Diesel,Private
KA05-2391-C01866,Auto,Petrol,Commercial
GJ01-1330-A01867,Auto,CNG,Commercial
MH20-2565-N01868,Bike,Petrol,Private
TN09-7965-A01869,Car,Petrol,Private
UP32-7169-K01870,Car,Petrol,Private
KA05-8919-K01871,Bike,Electric,Private
MH12-9143-N01872,Car,Electric,Private
UP32-4671-A01873,Auto,Petrol,Commercial
TN09-8811-D01874,Car,Diesel,Private
MH14-2562-F01875,Bus,Diesel,Commercial
DL08-2374-E01876,Taxi,Petrol,Commercial
DL08-1965-R01877,Bus,Diesel,Commercial
TN09-3467-B01878,Car,Petrol,Private
MH12-5393-G01879,Bike,Petrol,Private
TN09-4862-L01880,Bike,Petrol,Private
MH14-2721-P01881,Bike,Petrol,Private
MH20-9518-D01882,Auto,Petrol,Commercial
MH14-1639-P01883,Bike,Petrol,Private
MH20-9963-P01884,Bike,Petrol,Private
KA05-5441-L01885,Bike,Petrol,Private
MH20-5754-G01886,Bike,Petrol,Commercial
KA05-8735-Q01887,Bike,Petrol,Private
MH20-3690-R01888,Auto,Petrol,Commercial
MH20-8708-C01889,Bike,Electric,Private
DL08-2537-Q01890,Auto,Petrol,Commercial
UP32-3563-C01891,Car,Petrol,Private
MH12-4156-J01892,Car,Petrol,Commercial
KA05-7017-N01893,Bike,Electric,Private
DL08-2269-E01894,Bike,Petrol,Private
MH14-3075-N01895,Car,Petrol,Private
KA05-8756-G01896,Bike,Petrol,Private
MH14-3400-E01897,Taxi,Petrol,Commercial
TN09-2274-B01898,Truck,Diesel,Commercial
GJ01-8728-L01899,Bus,Diesel,Commercial
DL08-7442-N01900,Auto,CNG,Commercial
TN09-6107-L01901,Auto,Diesel,Commercial
DL08-3721-J01902,Truck,Diesel,Commercial
UP32-9029-J01903,Bus,Diesel,Commercial
GJ01-6704-F01904,Bike,Petrol,Private
TN09-7948-G01905,Bike,Petrol,Commercial
DL08-7266-M01906,Taxi,Petrol,Commercial
MH12-4208-Q01907,Auto,Petrol,Commercial
KA05-6381-D01908,Car,Electric,Commercial
MH12-5473-B01909,Bike,Petrol,Private
KA05-5492-B01910,Bike,Electric,Private
UP32-8446-R01911,Truck,Diesel,Commercial
MH14-1625-M01912,Auto,Petrol,Commercial
MH20-3898-E01913,Truck,Diesel,Commercial
MH14-1918-Q01914,Bus,Diesel,Commercial
MH14-9914-J01915,Car,Electric,Private
MH12-6450-L01916,Bike,Electric,Private
TN09-9459-A01917,Taxi,Electric,Commercial
MH12-2064-G01918,Bike,Petrol,Private
MH14-3827-Q01919,Auto,Petrol,Commercial
GJ01-3833-A01920,Bike,Petrol,Private
UP32-2410-Q01921,Car,Petrol,Commercial
MH14-4041-L01922,Car,Diesel,Commercial
MH12-4563-M01923,Auto,Diesel,Commercial
DL08-6042-G01924,Truck,Diesel,Commercial
KA05-1873-N01925,Auto,CNG,Commercial
MH20-6169-P01926,Car,Petrol,Private
MH20-5832-J01927,Truck,Diesel,Commercial
UP32-6818-M01928,Car,Petrol,Private
MH20-1601-N01929,Bike,Petrol,Private
GJ01-6683-K01930,Taxi,Petrol,Commercial
KA05-2486-G01931,Auto,Petrol,Commercial
MH12-2889-F01932,Bike,Petrol,Private
GJ01-1554-L01933,Car,CNG,Private
MH12-3600-P01934,Truck,Diesel,Commercial
MH14-4065-M01935,Car,Petrol,Private
MH12-8192-Q01936,Car,Diesel,Private
UP32-4990-J01937,Auto,CNG,Commercial
UP32-7572-K01938,Bike,Petrol,Commercial
MH14-7897-P01939,Car,CNG,Commercial
MH12-3687-F01940,Bike,Electric,Commercial
DL08-3286-E01941,Taxi,Diesel,Commercial
MH12-2481-K01942,Auto,CNG,Commercial
TN09-8515-N01943,Car,Petrol,Private
MH20-5936-K01944,Car,Petrol,Private
MH14-5009-E01945,Car,Diesel,Private
UP32-3610-M01946,Bike,Petrol,Private
DL08-8738-N01947,Bike,Petrol,Private
MH14-7350-E01948,Auto,Petrol,Commercial
GJ01-6359-K01949,Taxi,CNG,Commercial
GJ01-7452-C01950,Auto,Petrol,Commercial
MH12-4632-F01951,Auto,CNG,Commercial
TN09-9215-A01952,Bike,Petrol,Private
DL08-3262-R01953,Truck,Diesel,Commercial
GJ01-2521-L01954,Car,Petrol,Private
KA05-7337-R01955,Car,Petrol,Commercial
MH20-7524-D01956,Bike,Petrol,Private
MH14-7626-A01957,Auto,Petrol,Commercial
GJ01-8449-A01958,Car,Diesel,Commercial
MH12-5963-P01959,Bike,Petrol,Private
UP32-9225-M01960,Bike,Petrol,Private
TN09-2829-F01961,Bus,CNG,Commercial
GJ01-2310-E01962,Bike,Petrol,Commercial
KA05-4237-Q01963,Auto,Petrol,Commercial
MH12-2991-R01964,Bike,Petrol,Private
TN09-5134-P01965,Bike,Petrol,Private
KA05-3928-K01966,Bus,Diesel,Commercial
TN09-5877-B01967,Car,Diesel,Private
GJ01-5073-F01968,Car,Petrol,Private
UP32-8063-J01969,Auto,Petrol,Commercial
DL08-9577-Q01970,Bike,Petrol,Private
MH14-7257-C01971,Car,Petrol,Private
GJ01-1366-F01972,Car,Electric,Private
MH14-8101-D01973,Bike,Petrol,Private
DL08-1800-M01974,Taxi,Diesel,Commercial
GJ01-5502-F01975,Car,Petrol,Private
MH20-5668-J01976,Bike,Petrol,Private
MH20-5501-J01977,Auto,Diesel,Commercial
TN09-2591-H01978,Auto,Petrol,Commercial
DL08-2044-K01979,Auto,CNG,Commercial
UP32-7893-L01980,Bike,Petrol,Private
TN09-6580-L01981,Bike,Petrol,Private
UP32-4451-F01982,Bike,Petrol,Private
MH14-8971-M01983,Car,Petrol,Private
KA05-5781-L01984,Bike,Petrol,Private
MH20-6761-P01985,Car,Petrol,Private
KA05-9040-H01986,Auto,Petrol,Commercial
GJ01-3023-D01987,Bike,Petrol,Private
KA05-3926-F01988,Car,CNG,Commercial
GJ01-6767-G01989,Taxi,Petrol,Commercial
TN09-6950-D01990,Bike,Petrol,Private
TN09-9229-N01991,Bike,Petrol,Private
KA05-8363-F01992,Auto,Electric,Commercial
KA05-1054-L01993,Car,CNG,Private
MH14-7280-P01994,Auto,Electric,Commercial
MH12-4673-E01995,Bike,Petrol,Private
GJ01-1374-L01996,Car,Diesel,Private
MH14-7066-A01997,Bike,Petrol,Commercial
DL08-3644-Q01998,Bike,Petrol,Commercial
DL08-6287-E01999,Car,Petrol,Commercial
UP32-8523-H02000,Car,Diesel,Private
MH20-8559-D02001,Car,CNG,Private
MH20-5011-Q02002,Truck,Diesel,Commercial
MH12-7657-R02003,Car,CNG,Private
KA05-9803-D02004,Bike,Petrol,Private
MH12-8184-R02005,Taxi,CNG,Commercial
GJ01-1653-M02006,Car,Petrol,Commercial
UP32-8021-D02007,Bike,Petrol,Private
MH14-3768-M02008,Auto,Petrol,Commercial
DL08-8906-G02009,Car,Petrol,Private
UP32-9053-H02010,Auto,CNG,Commercial
UP32-6417-Q02011,Bike,Petrol,Private
MH20-3425-K02012,Bike,Petrol,Commercial
KA05-6024-F02013,Bike,Petrol,Private
KA05-3530-E02014,Auto,Petrol,Commercial
GJ01-5215-H02015,Car,Petrol,Private
MH12-5250-M02016,Car,CNG,Private
GJ01-8814-F02017,Taxi,Electric,Commercial
TN09-9574-M02018,Bike,Petrol,Commercial
UP32-3873-R02019,Bike,Electric,Private
TN09-4683-K02020,Taxi,Petrol,Commercial
MH14-4226-M02021,Car,Diesel,Private
MH12-9587-H02022,Bike,Petrol,Private
MH14-6398-C02023,Car,Petrol,Commercial
MH14-1917-Q02024,Bus,Diesel,Commercial
KA05-3993-H02025,Car,Petrol,Private
KA05-5546-C02026,Car,CNG,Private
MH20-9561-K02027,Truck,Diesel,Commercial
